"","Gammaproteobacteria","Bacilli","Polyangia","Alphaproteobacteria","Bacteroidia","Actinobacteria","Clostridia","Chloroflexia","Limnochordia","Halanaerobiia","Planctomycetes","Spirochaetia","Verrucomicrobiae","Vicinamibacteria","Myxococcia","Gemmatimonadetes","bacteriap25","Methylomirabilia","Acidobacteriae","Desulfovibrionia","Blastocatellia","Thermoleophilia","Deinococci","Babeliae","Sumerlaeia","BRH-c20a","Longimicrobia","Negativicutes","Hydrogenedentia","Methanobacteria","Phycisphaerae","Coriobacteriia","Nitrososphaeria","JG30-KF-CM66","Nitrospiria","Desulfuromonadia","Anaerolineae","Acidimicrobiia","Bdellovibrionia","Ignavibacteria","Entotheonellia","Methanosarcinia","Thermoanaerobaculia","Subgroup 5","Vampirivibrionia","Fimbriimonadia","Oligoflexia","Desulfitobacteriia","OM190","Cyanobacteriia","Fibrobacteria","Abditibacteria","Subgroup 25","Deferribacteres","Dadabacteriia","OLB14","Dehalococcoidia","Holophagae","Syntrophomonadia","Subgroup 11","Kapabacteria","vadinHA49","MB-A2-108","Chlamydiae","Sericytochromatia","Desulfotomaculia","BD7-11","Incertae Sedis","Thermoanaerobacteria","BD2-11 terrestrial group","Pla4 lineage","Rhodothermia","Ktedonobacteria","Subgroup 18","Leptospirae","KD4-96","AD3","Gracilibacteria","Campylobacteria","Thermoplasmata","Methanocellia","TK10","Latescibacteria","Subgroup 22","Cloacimonadia","Kiritimatiellae","N9D0","Parcubacteria","Symbiobacteriia","MVP-15","Calditrichia","Chthonomonadetes","Gitt-GS-136","S0134 terrestrial group","Moorellia","Saccharimonadia","Lineage IIa","ABY1","Desulfobulbia","Syntrophia","AKAU4049","Endomicrobia","Pla3 lineage","Lentisphaeria","Microgenomatia","Kryptonia","Bathyarchaeia","Berkelbacteria","4-29-1","Chitinivibrionia","Subgroup 20","Elusimicrobia","Nanoarchaeia","WWE3","Brevinematia","Fusobacteriia","Rubrobacteria","Lineage IIb","CPR2","Syntrophobacteria","Methanomicrobia","Omnitrophia","Defferrisomatia","Armatimonadia","Desulfomonilia","V2072-189E03","Thermodesulfovibrionia","P2-11E","AT-s3-28","P9X2b3D02","Micrarchaeia","Rs-M47","Lineage IIc","OC31","SHA-26","028H05-P-BN-P5","Synergistia"
"2-sx-13",0.201915861894228,0.0022705789489071,0.0540651159164661,0.319927497393219,0.0900727949560014,0.0450120350429266,0.0185836654745315,0.00695791145716597,0.00554489022286756,0,0.102848455908865,0.0168295701491956,0.038921426274399,0.0204352105401639,0.00515509126168179,0.00168588050712845,0.00062367833789723,0.000321584142978259,0.00334252609216796,0.000886792636697623,0.00258241811785572,0.00170537045518774,8.77047662667979e-05,0.00393696950797626,0.00275782765038931,0.00018515450656324,0.00377130494947231,0.00127659159788339,0.0013448064160909,0.000136429636415019,0.00547667540466005,0.000233879376711461,5.84698441778653e-05,0.000165664558503952,0.000993987351023709,0.000467758753422922,0.00938440999054737,0.00269935780621145,0.0070748511455217,0.000594443415808297,7.79597922371537e-05,0,0.00135455139012055,0.00018515450656324,0.00215363926055137,0.00106220216923122,0.00359589541693871,7.79597922371537e-05,0,0.000487248701482211,0.000828322792519758,0.000409288909245057,4.87248701482211e-05,0,0.000194899480592884,0.000828322792519758,0,0.000419033883274701,0.000126684662385375,0,0.000233879376711461,0.000721128078193672,0,0.000467758753422922,0.000341074091037547,0,0,0.000175409532533596,0,8.77047662667979e-05,0,0,2.92349220889326e-05,0,0,0.000272859272830038,0,6.82148182075095e-05,0,0.000116939688355731,0,0.000341074091037547,3.89798961185768e-05,0,0,3.89798961185768e-05,7.79597922371537e-05,1.94899480592884e-05,0.000594443415808297,0,0,0,4.87248701482211e-05,0,0,0,0,0,0.000477503727452566,0,0,0,0,0,0,6.82148182075095e-05,1.94899480592884e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87248701482211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-sx-21",0.149749290514212,0.00351434411163557,0.0198656020703751,0.324995956298616,0.0518034908171218,0.0507594806416986,0.0519064213977973,0.00614642610319526,0.0129398444277795,0.00011763494934345,0.0675371652918082,0.00345552663696384,0.041054597320864,0.0587586571970532,0.00733747996529769,0.00192627229549899,0.00767568044466011,0.0118223124090167,0.00266149072889555,0.0009410795947476,0.00879321246342288,0.0132927492758098,4.41131060037937e-05,0.00139691502345347,0.00554354698781008,0.00107341891275898,0.000985192700751393,0.00414663196435661,0.00257326451688797,0.00322025673827694,0.00573470378049318,0,0.0091755260487891,0.000264678636022762,0.000926375226079668,0.000882262120075875,0.00608760862852353,0.00652873968856147,0.00202920287617451,0.00204390724484244,0.00645521784522182,0.000382313585366212,0.00194097666416692,0.00230858588086521,0.000323496110694487,0.000529357272045525,0.00133809754878174,0.000411722322702075,0.00127928007411002,0,0.00130868881144588,0.000426426691370006,0.00274971694090314,0,0,0.000426426691370006,0.00132339318011381,0.00130868881144588,0.00136750628611761,0.00119105386210243,0.000426426691370006,0.000294087373358625,0.00239681209287279,0.000896966488743806,0.000161748055347244,0.0002352698986869,0.0002352698986869,0.0002352698986869,0.0002352698986869,0.000264678636022762,0.000338200479362419,0,0.00148514123546106,0.000499948534709662,0,0.00104401017542312,0,0,0,0.000132339318011381,5.8817474671725e-05,0.00104401017542312,0.000191156792683106,0.000529357272045525,0,0,0,0.000249974267354831,0.000382313585366212,0,0,0,0.000220565530018969,0.000132339318011381,0,4.41131060037937e-05,0,0,0,0,5.8817474671725e-05,0,8.82262120075874e-05,0.000191156792683106,0,7.35218433396562e-05,0,0.000102930580675519,0,0,0,0,2.94087373358625e-05,0,0,2.94087373358625e-05,0,0.000132339318011381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-sx-22",0.216518497275595,0.00420609884332282,0.0443552241659497,0.30844724851034,0.0700697830035369,0.0697670713443584,0.0439887837364178,0.00563999617627378,0.00815728260523213,0.00055762674059204,0.0709619857884842,0.0112640601599592,0.0403562438262754,0.0187840550616576,0.00766338463499347,0.00191186311060128,0.00215084599942644,0.00186406653283625,0.00202338845871969,0.000876270592358921,0.00180033776248287,0.00431762419144123,0,0.00226237134754485,0.00211898161424975,0.000334576044355224,0.000350508236943568,0.00320237071025715,0.00181626995507122,0.00138610075518593,0.00511423382085843,0.0003983048147086,0.0015932192588344,9.55931555300641e-05,0.000653219896122104,0.00151355829589268,0.00235796450307491,0.0107382978045439,0.00513016601344677,0.000605423318357072,0.00138610075518593,0,0.000111525348118408,0.000207118503648472,0.000334576044355224,0.00192779530318963,0.0021349138068381,0.00015932192588344,0.000254915081413504,0,0.00109932128859574,0.000143389733295096,0.000732880859063824,0,0,0.000573558933180384,0.000286779466590192,0.00095593155530064,0.000382372622120256,0.000223050696236816,0,0.00063728770353376,0.000685084281298792,0.000764745244240512,0.00106745690341905,0,0,0.000111525348118408,0,0.000111525348118408,0,0,4.7796577765032e-05,0.00015932192588344,0,0.000701016473887136,0,0,0,4.7796577765032e-05,7.966096294172e-05,0.00023898288882516,0,0,0,0,0,0.000111525348118408,0.00149762610330434,0,0,0,0,7.966096294172e-05,0,0,0,4.7796577765032e-05,0.00015932192588344,0,0,0,0,0.000127457540706752,3.1864385176688e-05,0,0,0,0,0,0,0,0.000191186311060128,0,0,0,0,0,0,0,0,0,3.1864385176688e-05,0.000111525348118408,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-sx-31",0.082857236133329,0.00641506970063008,0.0722960399595181,0.414122947340929,0.0224282589533479,0.168701642127257,0.0230648689236395,0.0118997094446802,0,0,0.0406614214358003,0.000946753289151513,0.0143808559955601,0.0145930593189906,0.0243217655316509,0.00128954327315465,0.000506023309718912,0.00037543664914629,0.00125689660801149,0.000636609970291535,0.002203649897163,0.012487349417257,0,0.0040481864777513,0.000750873298292579,0.000228526656002089,0.00796578629492997,0.000179556658287356,0.000293819986288401,0,0.00253011654859456,0.000408083314289445,0.000620286637719957,0.00110998661486729,0.000261173321145245,0.000571316640005223,0.00476641311090072,0.0211387156801933,0.0110835428161013,8.16166628578891e-05,0.000244849988573667,0,0.00422774313603865,0,0.00427671313375339,0.000457053312004179,0.00362377983089027,0,0.000163233325715778,0.000440729979432601,0,3.26466651431556e-05,0,0,0,0.00199144657373249,0.00130586660572623,0,0,0,0.000114263328001045,0.000195879990858934,0.000359113316574712,0.00262805654402403,0.000995723286866247,0,6.52933302863113e-05,0,0,0,0,0,0,0,0.000163233325715778,0.000620286637719957,0,4.89699977147334e-05,0,0,0,0.00226894322744932,0,0,0,8.16166628578891e-05,0,0,0,0,0,0,0,0,0,0.000114263328001045,0,0.000114263328001045,0,0,0,0,0,0,6.52933302863113e-05,0,0,3.26466651431556e-05,0,0,0,0,0.000130586660572623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89699977147334e-05,0,0
"2-sx-32",0.173732398622107,0.00581676436816341,0.0547078020184928,0.379434338550795,0.0376503293648396,0.0838369492959449,0.0332537620112407,0.00784130053786185,0,0,0.0680334803891944,0.00361092645192482,0.0241433492475978,0.0276031909107391,0.012600471384541,0.00190366833867166,0.00341451622650632,0.000755423943917326,0.00200942769082009,0.000649664591768901,0.00296126186015592,0.0103946334683024,0,0.00481960476219254,0.00158639028222639,0.000317278056445277,0.00258354988819726,0.00034749501420197,0.00137487157792953,0.000120867831026772,0.00297637033903427,0.000604339155133861,0.00101226808484922,0.00120867831026772,0.00111802743699764,0.000634556112890554,0.00536351000181302,0.0101226808484922,0.00478938780443585,0.00034749501420197,0.00117846135251103,0,0.00143530549344292,0.00039282045083701,0.00122378678914607,0.000664773070647247,0.00160149876110473,7.55423943917326e-05,0.000302169577566931,9.06508732700792e-05,0,0.000317278056445277,0.000196410225418505,0,0.000105759352148426,0.00116335287363268,0.00160149876110473,0.000528796760742128,0,9.06508732700792e-05,0.000302169577566931,0.000226627183175198,0.00111802743699764,0.000770532422795673,0.00178280050764489,7.55423943917326e-05,0.000105759352148426,0,0,0.000876291774944099,0,0,0,0,0.000528796760742128,0.00160149876110473,0,0,0,0,0,0.00105759352148426,0.000120867831026772,0,0,4.53254366350396e-05,7.55423943917326e-05,3.02169577566931e-05,9.06508732700792e-05,0,0,0,0,0.000287061098688584,0,0.000120867831026772,0,7.55423943917326e-05,0,0,0,0,0,0,0,3.02169577566931e-05,0,0,0,0,0,0,6.04339155133861e-05,0,0,3.02169577566931e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-sx-33",0.12128924862185,0.00775623936985079,0.0633647362516737,0.38416906913065,0.0444626723441213,0.118659606036115,0.0315557110288175,0.0155245413203701,0.000180938710027623,0,0.0565855659159721,0.00193001290696132,0.0209165148791933,0.0202771981037623,0.00829905549993365,0.00109769484083425,0.00225570258501104,0.00142338451888397,0.00168876129359115,0.000615191614093919,0.00268995548907733,0.00971037743814912,7.23754840110493e-05,0.00272614323108286,0.00218332710099999,0.00054281613008287,0.0172494903559668,0.000180938710027623,0.000940881292143641,4.82503226740329e-05,0.00334133484517678,0.000591066452756903,0.00183351226161325,0.000386002581392263,0.000470440646071821,0.000398065162060771,0.00648966839965742,0.0148972871256077,0.0106271335689557,6.03129033425411e-05,0.000615191614093919,0,0.000253314194038673,0.000108563226016574,0.00230395290768507,0.000193001290696132,0.00281058129576242,0,0.000410127742729279,0.00020506387136464,4.82503226740329e-05,0.000144750968022099,9.65006453480658e-05,0,0.000156813548690607,0.00106150709882872,0.000759942582116018,0.000156813548690607,0,0.00013268838735359,0.000518690968745854,0.000325689678049722,0.000253314194038673,0.0023522032303591,0.00138719677687845,0,0.000168876129359115,0,0,4.82503226740329e-05,0,0,9.65006453480658e-05,0,0.000253314194038673,0.000820255485458559,0,0.000108563226016574,0,0,0,0.0016163858095801,0,3.61877420055247e-05,0,0,0.000156813548690607,2.41251613370164e-05,0.000241251613370164,0,0,0,9.65006453480658e-05,0,0,0,0,8.44380646795575e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03129033425411e-05,3.61877420055247e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-t-1",0.637710492227979,0.0703259930915371,0.000337327288428325,0.0558748920552677,0.184963298791019,0.0453232944732297,8.09585492227979e-05,8.09585492227979e-05,0,0,0.000607189119170984,4.0479274611399e-05,0.00179458117443869,0.000202396373056995,0.000148424006908463,0,5.39723661485319e-05,0.000296848013816926,2.6986183074266e-05,0,0.000256368739205527,0,8.09585492227979e-05,0,8.09585492227979e-05,0,0,9.44516407599309e-05,0,0,0,0,0.000107944732297064,0,0,0,4.0479274611399e-05,4.0479274611399e-05,0.000593696027633851,0,0,0,0,6.74654576856649e-05,0,5.39723661485319e-05,0,0,0,0.000215889464594128,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6986183074266e-05,0,0,0,0,0,0,0,0,0,0,0,9.44516407599309e-05,0,2.6986183074266e-05,0,0,0,5.39723661485319e-05,0,0,0,0,0,0,0,0,4.0479274611399e-05,0,0,0,0,0,0,0,0,0,0,0,2.6986183074266e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.09585492227979e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-t-2",0.60643256931787,0.0604867977482781,0.000532283820184848,0.0630191783473394,0.217591173766473,0.044098908011678,4.83894381986225e-05,0.000177427940061616,0,0,0.000854880074842331,0,0.00353242898849944,0.000370985692856106,0.000290336629191735,0,0.000129038501862993,0,3.22596254657483e-05,0,4.83894381986225e-05,4.83894381986225e-05,9.6778876397245e-05,3.22596254657483e-05,0.000225817378260238,0,0,0,0,0,0,0,0.000177427940061616,3.22596254657483e-05,0,6.45192509314967e-05,0,0,0.00124199558043131,3.22596254657483e-05,6.45192509314967e-05,0,0,0,0,0,0,0,0,9.6778876397245e-05,0,3.22596254657483e-05,0,0,0,0,0,0,0,0,0,0,0,4.83894381986225e-05,0,0,0,0,0,0,0,0,4.83894381986225e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22596254657483e-05,0,0,0,4.83894381986225e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-tx-1",0.52963869894659,0.0979255220846424,0.00961005359452966,0.113980779892811,0.156094067639993,0.0507992977268527,0.000739234891886897,0.00131676215117354,0,0,0.00796987617815561,0,0.0061679911291813,0.00300314174829052,0.00591387913509518,0.00173258177785991,0.000392718536314914,0.000831639253372759,0.000138606542228793,0,0.000947144705230087,0.000508223988172242,0.00129366106080207,4.62021807429311e-05,0.00120125669931621,0,0.000161707632600259,0,0.00020790981334319,0,0.000138606542228793,0,0,0.00041581962668638,0,0,0.00180188504897431,0.000462021807429311,0.00184808722971724,0,0.000323415265200517,0,0,0.000115505451857328,0,6.93032711143966e-05,0.000854740343744225,0,0,0.000161707632600259,0,0.000115505451857328,0.000254111994086121,0,0,0,0.000346516355571983,0,0,0,0.000115505451857328,0,0.000323415265200517,0.000138606542228793,6.93032711143966e-05,0,4.62021807429311e-05,0,0,9.24043614858621e-05,0,0,6.93032711143966e-05,0,6.93032711143966e-05,0.000438920717057845,0,0.000184808722971724,4.62021807429311e-05,0,0,0,0,0,0,0,0,9.24043614858621e-05,0,0,0,0,0,9.24043614858621e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184808722971724,0,0,0,0,0,0,0,6.93032711143966e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-tx-2",0.490238905538342,0.161663364995513,0.00572289666615872,0.109801730414317,0.152350959177799,0.0383840436159225,0.000152384822471682,0.00220111410236874,0,0,0.00829650700123601,0,0.00902456781971182,0.00201486598601446,0.00389427879649854,0.00159157481248201,0.000372496232708556,0.000761924112358409,0.000220111410236874,0,0.000829650700123601,0.000186248116354278,0.000541812702121535,0.000304769644943364,0.000643402583769323,0,6.77265877651919e-05,0,0.00025397470411947,0,0.000372496232708556,0,0.000135453175530384,0,0.000118521528589086,0.000914308934830091,0.00128680516753865,0.000795787406241005,0.00279372174531417,0,8.46582347064899e-05,0,0.000101589881647788,0,0,0.000101589881647788,0.000761924112358409,0,0,8.46582347064899e-05,0.000372496232708556,0.000220111410236874,0,0,0,0.000135453175530384,0,0.000152384822471682,0,0,8.46582347064899e-05,0,0,5.07949408238939e-05,0.000237043057178172,0,8.46582347064899e-05,0,0,0,0,0,6.77265877651919e-05,0,0,0,0,0.00033863293882596,0,0,0,8.46582347064899e-05,0,0,0,0,0,5.07949408238939e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.3863293882596e-05,0,3.3863293882596e-05,0,3.3863293882596e-05,0,0,0,0,0,0,0,0,0,0,6.77265877651919e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-tx-3",0.462929623567921,0.158674304418985,0.00540098199672668,0.134247135842881,0.140261865793781,0.0470744680851064,0.00343698854337152,0.00263911620294599,0,0,0.00783551554828151,0,0.0109042553191489,0.00155482815057283,0.0079582651391162,0.00141162029459902,0,0,0.000409165302782324,0.00042962356792144,0.000838788870703764,0.000368248772504092,0.000184124386252046,0.00016366612111293,0.00225040916530278,0,0,0.000531914893617021,0.000265957446808511,0,0.000245499181669394,0,0,0,0,0.000961538461538462,0.000818330605564648,0.000245499181669394,0.00306873977086743,0,8.18330605564648e-05,0,0.000204582651391162,0,6.13747954173486e-05,0.000245499181669394,0.000347790507364975,0,0,0.000102291325695581,0.00016366612111293,0.000122749590834697,0.000184124386252046,0,0,0,0,0,0,0,0.000122749590834697,0,0,0.00016366612111293,0,0,0,0,0,0,4.09165302782324e-05,0,0.000102291325695581,0,0,0,0,0.000143207855973813,0.000920621931260229,0,0,0,0,0,0,0,0,6.13747954173486e-05,0,0,0,0,0,0,0,0,0,4.09165302782324e-05,0,0,0,0,0.000102291325695581,0,0,0,0,0,0,0,0,0,0,0,0,0.000225040916530278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-xn-11",0.176484777015437,0.00448917238421955,0.114359991423671,0.41517474271012,0.0672169811320755,0.0366504073756432,4.02015437392796e-05,0.00262650085763293,0,0,0.0628484133790738,0,0.0219768439108062,0.0175680746140652,0.00296151372212693,0.00652605060034305,0.000160806174957118,0,0.00653945111492281,0,0.00213068181818182,0.00391295025728988,0.000160806174957118,0.00824131646655232,0.000522620068610635,0,0.00440876929674099,0,0.00100503859348199,0,0.00495819039451115,0,8.04030874785592e-05,0.00159466123499142,0,8.04030874785592e-05,0.0076784948542024,0.00507879502572899,0.00770529588336192,0,0,0,0,0,0.000415415951972556,0.0035377358490566,0.00522620068610635,0,0,0.000361813893653516,0.000294811320754717,0.000361813893653516,4.02015437392796e-05,0,0,0.00164826329331046,0.000562821612349914,0,0,0,0.000308211835334477,0.000335012864493997,0,0.00107204116638079,0.000134005145797599,0,8.04030874785592e-05,0,0,4.02015437392796e-05,0,0,0,0,0,0,0,4.02015437392796e-05,0,0,0,0.000388614922813036,0,0,0,0,0.000187607204116638,8.04030874785592e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147405660377358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-xn-12",0.176520212106604,0.0021004063081055,0.120687280490324,0.36262998416087,0.0787996694442532,0.0330900075752359,0.000723090696233042,0.00375318504235246,0,0,0.0800392534949384,0,0.027029818882997,0.0179567522897872,0.00470008952551477,0.00995110529577853,0,0,0.00380483437779767,0,0.00294401212037738,0.00445905929343709,0.00012051511603884,0.0109324426692377,0.000309896012671304,0,0.00609462158253564,0,0.000809172921975071,3.44328902968115e-05,0.00690379450451071,0,8.60822257420288e-05,0.00137731561187246,0,8.60822257420288e-05,0.00750637008470491,0.00351215481027477,0.010863576888644,0,0,0,0,0,0.000550926244748984,0.0074719371944081,0.00535431444115419,0,0,0.00044762757385855,0.000154948006335652,0.000395978238413332,0,0,0,0.00130844983127884,0.000533709799600579,5.16493354452173e-05,0,0,0.000619792025342607,0.000774740031678259,0,0.000723090696233042,0.000172164451484058,0,0.000223813786929275,0,0,0.000154948006335652,0,0,0,0,0,0,0,0.00012051511603884,0,0,0,0,0,0,0,0,0,0.000137731561187246,0,0,0,0,5.16493354452173e-05,0,0,0.000137731561187246,0,0,0,0,0,0,0,0,8.60822257420288e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-xn-21",0.0985602070496036,0.00450502204134945,0.099098390890785,0.405796663260185,0.0361611165198251,0.107951212727745,0.0072624583512224,0.0131461985475083,0,0,0.0593816328134921,0,0.0210919689667475,0.0110841683245551,0.0202756226907983,0.00307792781080117,0.000332585519831168,8.46581323206608e-05,0.000810299266497754,0.000126987198480991,0.00171130367476764,0.0167018401049761,0.000126987198480991,0.00807880462717163,0.000211645330801652,4.23290661603304e-05,0.00327143211324839,0,0.000296303463122313,0,0.0019229490055693,0,0.000326538510379692,0.00156617544793223,4.83760756118062e-05,0.000435384680506256,0.00753457377653881,0.0235107727473378,0.0149240193262422,0,0.000126987198480991,0,0.000139081217383943,0.000108846170126564,0.00300536369738346,0.00143918824945123,0.00574465897890198,7.8611122869185e-05,1.20940189029515e-05,0.00734711648354306,0.00011489317957804,9.07051417721366e-05,0,0,8.46581323206608e-05,0.000780064219240375,0.00111264973907154,0,0,0,0.00031444449147674,0.000659124030210859,0.000465619727763634,0.00412406044590648,0.000163269255189846,0,0.000622841973502005,0,0,0.000145128226835419,0,0,1.20940189029515e-05,0,0,0.000320491500928216,4.83760756118062e-05,0.000120940189029515,0,0,0,0.000260021406413458,0,0,0,0,4.23290661603304e-05,0.000133034207932467,0,0,0,0,0,1.20940189029515e-05,0,9.67521512236124e-05,0,0.000229786359156079,0,0,0,0,0,0,6.65171039662335e-05,0,0,3.02350472573789e-05,3.02350472573789e-05,0,0,0,0,2.41880378059031e-05,0,3.02350472573789e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-xn-22",0.104472635737743,0.00513444579658926,0.0912531048393819,0.432076950005835,0.0273392568389818,0.126077316751963,0.0110690649640756,0.0114024705352826,0,0,0.0536449564072216,0,0.0227215896777635,0.0113191191424809,0.00811842565889276,0.00226715788420824,0.000383416406888159,0.000166702785603547,0.00111690866354377,8.33513928017737e-05,0.00150032507043193,0.0174371113741311,0.000166702785603547,0.00556787303915848,0.000550119192491707,0,0.00471768883258039,0,0.000466767799689933,0,0.00161701702035441,0.000100021671362128,0.000900195042259156,0.00180039008451831,0.000116691949922483,0.000100021671362128,0.00460099688265791,0.0188874256088819,0.0116025138780069,0,5.00108356810642e-05,0,0,0,0.00373414239751946,0.00066681114241419,0.00248387150549286,0,3.33405571207095e-05,0.00285061763382066,5.00108356810642e-05,5.00108356810642e-05,0,0,0.000183373064163902,0.000700151699534899,0.000700151699534899,0,0,0,0.00123360061346625,0.000416756964008869,0.00031673529264674,0.00266724456965676,0.000300065014086385,0,0.00031673529264674,0,0,0.000200043342724257,0,0,0,0,0,0.000266724456965676,0,0,0,0,0,0.000500108356810642,0,0,0,0,0,0.000200043342724257,0,0,0,0,8.33513928017737e-05,0,0,0,0,0.000150032507043193,0,0,0,0,0,0,0,0,0,0,5.00108356810642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-xn-23",0.196737081572961,0.0031459213519662,0.107832304192395,0.333623659408515,0.067286317842054,0.0576535586610335,0.0165355866103347,0.00441988950276243,0,0,0.0724601884952876,0,0.0248033799155021,0.0175105622359441,0.0119727006824829,0.00539486512837179,0.000467988300292493,9.09977250568736e-05,0.00310692232694183,0.000376990575235619,0.00213194670133247,0.00698082547936302,0.000142996425089373,0.00799480012999675,0.000506987325316867,0,0.00337991550211245,0,0.000467988300292493,0,0.00438089047773806,0.000168995775105622,0.000246993825154371,0.00110497237569061,0.000207994800129997,0.000766980825479363,0.00759181020474488,0.00882677933051674,0.00945076373090673,0,2.59993500162496e-05,0,9.09977250568736e-05,0.000246993825154371,0.00175495612609685,0.00196295092622684,0.00527786805329867,0.000129996750081248,0,0.00137796555086123,0.000181995450113747,0.000116997075073123,0,0,0.00032499187520312,0.000779980500487488,0.00094897627559311,0,0,0,0.000337991550211245,0.00150796230094248,0,0.00272993175170621,0.000116997075073123,5.19987000324992e-05,9.09977250568736e-05,0,0,0.000441988950276243,0,0,3.89990250243744e-05,0,6.4998375040624e-05,3.89990250243744e-05,0,7.79980500487488e-05,0,0,0,0.000246993825154371,0,0,0,0,0.000103997400064998,0.000506987325316867,0,0,0,0,0,0,0,9.09977250568736e-05,5.19987000324992e-05,2.59993500162496e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19987000324992e-05,9.09977250568736e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-xn-31",0.211703011222066,0.00197979641898287,0.0892839897243737,0.327197574025071,0.0916307727966315,0.0260753674695305,0.0196627585807274,0.00283931779112665,0,0,0.0942286520000773,0,0.0211983079983775,0.0160798099395438,0.00171904274428756,0.0123423406022444,0.000366986653274873,0.000106232978579569,0.00240472833330114,0.002192262376142,0.00141000135205609,0.00225986518069264,0.000270411218202538,0.0173256330519769,0.000366986653274873,0.000907809089679949,0.00401753809900914,8.69178915651015e-05,0.00074363085005698,1.9315087014467e-05,0.00594904680045584,0,0.00019315087014467,0.00121685048191142,0.000135205609101269,0.00228883781121434,0.00452938790489251,0.00418171633863211,0.00779363761033743,0,0,0,0,0,0.00121685048191142,0.00555308751665926,0.0020763718540552,0.00127479574295482,0,0.000328356479245939,0.000376644196782106,0.000154520696115736,0,0,0.00103335715527398,0.000733973306549746,0.000589110153941244,0,0,0,0.000366986653274873,8.69178915651015e-05,9.6575435072335e-05,0.0076391169142217,7.7260348057868e-05,4.82877175361675e-05,0.00016417823962297,0,0,5.7945261043401e-05,0,0,1.9315087014467e-05,0,0.000125548065594036,0,5.7945261043401e-05,1.9315087014467e-05,0,0,0,0.00016417823962297,0,0,0,0,0.000173835783130203,0.000135205609101269,0,0,0,0,0,0.000115890522086802,0,9.6575435072335e-05,0,7.7260348057868e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106232978579569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
